code,city,state,state_code
8RJ12,Dungarpur Dto,Rajasthan,8
8RJ31,Hanumangarh Dto,Rajasthan,8
8RJ141,"Jagatpura, Jaipur Arto",Rajasthan,8
8RJ14,Jaipur  Rto,Rajasthan,8
8RJ59,Jaipur  Rto,Rajasthan,8
8RJ15,Jaisalmer Dto,Rajasthan,8
8RJ16,Jalore Dto,Rajasthan,8
8RJ17,Jhalawar Dto,Rajasthan,8
8RJ18,Jhunjhunu Dto,Rajasthan,8
8RJ19,Jodhpur Rto,Rajasthan,8
8RJ34,Karoli Dto,Rajasthan,8
8RJ48,Kekri Dto,Rajasthan,8
8RJ53,Khetri Dto,Rajasthan,8
8RJ42,Kishangarh Dto,Rajasthan,8
8RJ20,Kota Rto,Rajasthan,8
8RJ32,Kotputali Dto,Rajasthan,8
8RJ21,Nagaur Dto,Rajasthan,8
8RJ49,Nohar Dto,Rajasthan,8
8RJ50,Nokha Dto,Rajasthan,8
8RJ22,Pali Rto,Rajasthan,8
8RJ43,Phalodi Dto,Rajasthan,8
8RJ54,Pipar City Dto,Rajasthan,8
8RJ55,Pokhran Dto,Rajasthan,8
8RJ35,Pratapgarh Dto,Rajasthan,8
8RJ30,Rajsamand Dto,Rajasthan,8
8RJ33,Ramganjmandi Dto,Rajasthan,8
8RJ56,Sadulshahar Dto,Rajasthan,8
8RJ51,Sahapura  Dto,Rajasthan,8
8RJ52,Sahapura  Dto,Rajasthan,8
8RJ58,Salumbar Dto,Rajasthan,8
8RJ25,Sawai Madhopur Dto,Rajasthan,8
8RJ23,Sikar Rto,Rajasthan,8
8RJ24,Sirohi Dto,Rajasthan,8
8RJ13,Sri Ganganagar Dto,Rajasthan,8
8RJ44,Sujangarh Dto,Rajasthan,8
8RJ57,Sumerpur Dto,Rajasthan,8
8RJ26,Tonk Dto,Rajasthan,8
8RJ27,Udaipur Rto,Rajasthan,8
11SK2,Gyalsing,Sikkim,11
11SK4,Jorethang,Sikkim,11
11SK3,Mangan,Sikkim,11
11SK5,Namchi,Sikkim,11
11SK7,Pakyong,Sikkim,11
11SK1,Rto Gangtok,Sikkim,11
11SK8,"Singtam, East Sikkim",Sikkim,11
11SK6,Soreng,Sikkim,11
33TN641,Alangudi Uo,Tamil Nadu,33
33TN644,Alangulam Uo,Tamil Nadu,33
33TN611,Ambasamuthiram Uo,Tamil Nadu,33
33TN612,Ambattur Rto,Tamil Nadu,33
33TN628,Ambur Uo,Tamil Nadu,33
33TN609,Arakkonam Uo,Tamil Nadu,33
33TN516,Arani Rto,Tamil Nadu,33
33TN592,Aranthangi Uo,Tamil Nadu,33
33TN632,Aravakurichi Uo,Tamil Nadu,33
33TN61,Ariyalur Rto,Tamil Nadu,33
33TN622,Aruppukottai Uo,Tamil Nadu,33
33TN591,Attur Rto,Tamil Nadu,33
33TN580,Avinashi Uo,Tamil Nadu,33
33TN596,Batlagundu Uo,Tamil Nadu,33
33TN578,Bhavani Uo,Tamil Nadu,33
33TN19,Chengalpattu Rto,Tamil Nadu,33
33TN1,Chennai  Rto,Tamil Nadu,33
33TN4,Chennai  Rto,Tamil Nadu,33
33TN5,Chennai  Rto,Tamil Nadu,33
33TN3,Chennai  Rto,Tamil Nadu,33
33TN7,Chennai  Rto,Tamil Nadu,33
33TN6,Chennai  Rto,Tamil Nadu,33
33TN10,Chennai  Rto,Tamil Nadu,33
33TN9,Chennai  Rto,Tamil Nadu,33
33TN635,Cheyyar Uo,Tamil Nadu,33
33TN544,Chidambaram Rto,Tamil Nadu,33
33TN66,Coimbatore  Rto,Tamil Nadu,33
33TN38,Coimbatore  Rto,Tamil Nadu,33
33TN37,Coimbatore  Rto,Tamil Nadu,33
33TN99,Coimbatore  Rto,Tamil Nadu,33
33TN31,Cuddalore Rto,Tamil Nadu,33
33TN594,Dharapuram Rto,Tamil Nadu,33
33TN29,Dharmapuri Rto,Tamil Nadu,33
33TN57,Dindigul Rto,Tamil Nadu,33
33TN86,Erode  Rto,Tamil Nadu,33
33TN33,Erode Rto,Tamil Nadu,33
33TN627,Gingee Uo,Tamil Nadu,33
33TN36,Gopichettipalayam Rto,Tamil Nadu,33
33TN582,Gudalore Uo,Tamil Nadu,33
33TN514,Gudiyatham Uo,Tamil Nadu,33
33TN625,Gummidipoondi Uo,Tamil Nadu,33
33TN527,Harur Uo,Tamil Nadu,33
33TN70,Hosur Rto,Tamil Nadu,33
33TN629,Illuppur Uo,Tamil Nadu,33
33TN615,Kallakurichi Rto,Tamil Nadu,33
33TN21,Kancheepuram Rto,Tamil Nadu,33
33TN593,Kangeyam Uo,Tamil Nadu,33
33TN602,Karaikudi Uo,Tamil Nadu,33
33TN47,Karur Rto,Tamil Nadu,33
33TN607,Kovilpatti Rto,Tamil Nadu,33
33TN24,Krishnagiri Rto,Tamil Nadu,33
33TN585,Kulithali Uo,Tamil Nadu,33
33TN638,Kumarapalayam Rto,Tamil Nadu,33
33TN68,Kumbakonam Rto,Tamil Nadu,33
33TN85,Kundrathur Rto,Tamil Nadu,33
33TN631,Lalkudi Uo,Tamil Nadu,33
33TN64,Madurai  Rto,Tamil Nadu,33
33TN59,Madurai  Rto,Tamil Nadu,33
33TN58,Madurai  Rto,Tamil Nadu,33
33TN508,Madurantagam Uo,Tamil Nadu,33
33TN584,Manaparai Uo,Tamil Nadu,33
33TN637,Manmangalam Uo,Tamil Nadu,33
33TN588,Mannargudi Uo,Tamil Nadu,33
33TN75,Marthandam Rto,Tamil Nadu,33
33TN589,Mayiladuthurai Rto,Tamil Nadu,33
33TN22,Meenambakkam Rto,Tamil Nadu,33
33TN600,Melur Uo,Tamil Nadu,33
33TN40,Mettupalayam Rto,Tamil Nadu,33
33TN590,Mettur Rto,Tamil Nadu,33
33TN621,Musuri Uo,Tamil Nadu,33
33TN51,Nagapattinam Rto,Tamil Nadu,33
33TN74,Nagercoil Rto,Tamil Nadu,33
33TN28,Namakkal  Rto,Tamil Nadu,33
33TN88,Namakkal  Rto,Tamil Nadu,33
33TN640,Natham Uo,Tamil Nadu,33
33TN562,Neyveli Uo,Tamil Nadu,33
33TN595,Oddanchatram  Uo,Tamil Nadu,33
33TN535,Omalure Uo,Tamil Nadu,33
33TN43,Ooty Rto,Tamil Nadu,33
33TN616,Palacode Uo,Tamil Nadu,33
33TN597,Palani Rto,Tamil Nadu,33
33TN626,Panruti Uo,Tamil Nadu,33
33TN603,Paramakudi Uo,Tamil Nadu,33
33TN517,Paramathi Vellure Uo,Tamil Nadu,33
33TN587,Pattukottai Unit Office,Tamil Nadu,33
33TN46,Perambalur Rto,Tamil Nadu,33
33TN56,Perundurai Rto,Tamil Nadu,33
33TN41,Pollachi Rto,Tamil Nadu,33
33TN511,Poonamallee Rto,Tamil Nadu,33
33TN55,Pudukottai Rto,Tamil Nadu,33
33TN643,Rajapalayam Uo,Tamil Nadu,33
33TN65,Ramanathapuram Rto,Tamil Nadu,33
33TN73,Ranipet Rto,Tamil Nadu,33
33TN526,Rasipuram Uo,Tamil Nadu,33
33TN18,Redhills Rto,Tamil Nadu,33
33TN2,Rto Chennai,Tamil Nadu,33
33TN54,Salem  Rto,Tamil Nadu,33
33TN90,Salem  Rto,Tamil Nadu,33
33TN30,Salem  Rto,Tamil Nadu,33
33TN52,Sankagiri Rto,Tamil Nadu,33
33TN610,Sankarankovil Rto,Tamil Nadu,33
33TN579,Sathyamangalam Uo,Tamil Nadu,33
33TN512,Sholinganallur Rto,Tamil Nadu,33
33TN623,Sirkali Uo,Tamil Nadu,33
33TN63,Sivagangai Rto,Tamil Nadu,33
33TN604,Sivakasi Rto,Tamil Nadu,33
33TN614,Sriperumbudur Rto,Tamil Nadu,33
33TN48,Srirangam Rto,Tamil Nadu,33
33TN605,Srivilliputhur Rto,Tamil Nadu,33
33TN999,State Transport Authority,Tamil Nadu,33
33TN620,Sulur Uo,Tamil Nadu,33
33TN513,Tambaram Rto,Tamil Nadu,33
33TN76,Tenkasi Rto,Tamil Nadu,33
33TN49,Thanjavur Rto,Tamil Nadu,33
33TN60,Theni Rto,Tamil Nadu,33
33TN606,Thiruchendur Rto,Tamil Nadu,33
33TN639,Thirukalukuntram Uo,Tamil Nadu,33
33TN598,Thirumangalam  Uo,Tamil Nadu,33
33TN624,Thirupattur Rto,Tamil Nadu,33
33TN634,Thiruthani Uo,Tamil Nadu,33
33TN630,Thiruthuraipoondi Uo,Tamil Nadu,33
33TN69,Thoothukudi Rto,Tamil Nadu,33
33TN586,Thuraiyur Uo,Tamil Nadu,33
33TN571,Tindivanam Rto,Tamil Nadu,33
33TN34,Tiruchengode Rto,Tamil Nadu,33
33TN45,Tiruchi Rto,Tamil Nadu,33
33TN81,Tiruchi Rto,Tamil Nadu,33
33TN72,Tirunelveli Rto,Tamil Nadu,33
33TN39,Tiruppur  Rto,Tamil Nadu,33
33TN42,Tiruppur  Rto,Tamil Nadu,33
33TN20,Tiruvallur Rto,Tamil Nadu,33
33TN25,Tiruvannamalai Rto,Tamil Nadu,33
33TN50,Tiruvarur Rto,Tamil Nadu,33
33TN583,Tiruveranbur Uo,Tamil Nadu,33
33TN581,Udumalpet Rto,Tamil Nadu,33
33TN577,Ulundurpet Rto,Tamil Nadu,33
33TN636,Usilampatti Uo,Tamil Nadu,33
33TN601,Uthamapalayam Uo,Tamil Nadu,33
33TN599,Vadipatti Uo,Tamil Nadu,33
33TN613,Valappadi Uo,Tamil Nadu,33
33TN608,Valliyur Uo,Tamil Nadu,33
33TN633,Valparai Uo,Tamil Nadu,33
33TN515,Vaniyambadi Rto,Tamil Nadu,33
33TN617,Vedachandur Uo,Tamil Nadu,33
33TN23,Vellore Rto,Tamil Nadu,33
33TN32,Viluppuram Rto,Tamil Nadu,33
33TN553,Virudhachalam Uo,Tamil Nadu,33
33TN67,Virudhunagar Rto,Tamil Nadu,33
16TR4,Dhalai Dto,Tripura,16
16TR3,Gomati Dto,Tripura,16
16TR6,Khowai Dto,Tripura,16
16TR5,North Tripura Dto,Tripura,16
16TR7,Sepahijala Dto,Tripura,16
16TR8,South Tripura Dto,Tripura,16
16TR2,Unakoti Dto,Tripura,16
16TR1,West Tripura Jtc,Tripura,16
38DD3,Daman,The Dadra And Nagar Haveli And Daman And Diu,38
38DD2,Diu,The Dadra And Nagar Haveli And Daman And Diu,38
38DD1,Silvassa,The Dadra And Nagar Haveli And Daman And Diu,38
9UP80,Agra Rto,Uttar Pradesh,9
9UP45,Akbarpur,Uttar Pradesh,9
9UP81,Aligarh Rto,Uttar Pradesh,9
9UP36,Amethi Arto,Uttar Pradesh,9
9UP22,Arto Office Rampur,Uttar Pradesh,9
9UP79,Auraiya,Uttar Pradesh,9
9UP42,Ayodhya Rto,Uttar Pradesh,9
9UP50,Azamgarh Rto,Uttar Pradesh,9
9UP24,Badaun,Uttar Pradesh,9
9UP17,Baghpat,Uttar Pradesh,9
9UP40,Bahraich,Uttar Pradesh,9
9UP60,Ballia,Uttar Pradesh,9
9UP47,Balrampur,Uttar Pradesh,9
9UP90,Bandarto,Uttar Pradesh,9
9UP41,Barabanki Arto,Uttar Pradesh,9
9UP25,Bareilly,Uttar Pradesh,9
9UP51,Basti Rto,Uttar Pradesh,9
9UP66,Bhadohi,Uttar Pradesh,9
9UP20,Bijnor,Uttar Pradesh,9
9UP13,Bulandshahar,Uttar Pradesh,9
9UP67,Chandauli,Uttar Pradesh,9
9UP96,Chitrakoot,Uttar Pradesh,9
9UP52,Deoria,Uttar Pradesh,9
9UP82,Etah,Uttar Pradesh,9
9UP75,Etawah,Uttar Pradesh,9
9UP76,Farrukhabad,Uttar Pradesh,9
9UP71,Fathehpur,Uttar Pradesh,9
9UP83,Ferozabad,Uttar Pradesh,9
9UP14,Ghaziabad,Uttar Pradesh,9
9UP61,Ghazipur,Uttar Pradesh,9
9UP43,Gonda,Uttar Pradesh,9
9UP53,Gorakhpur Rto,Uttar Pradesh,9
9UP91,Hamirpur,Uttar Pradesh,9
9UP37,Hapur,Uttar Pradesh,9
9UP30,Hardoi,Uttar Pradesh,9
9UP86,Hathras,Uttar Pradesh,9
9UP62,Jaunpur,Uttar Pradesh,9
9UP93,Jhansirto,Uttar Pradesh,9
9UP23,Jpnagar,Uttar Pradesh,9
9UP74,Kannauj,Uttar Pradesh,9
9UP77,Kanpur Dehat,Uttar Pradesh,9
9UP78,Kanpur Nagar,Uttar Pradesh,9
9UP87,Kasganj,Uttar Pradesh,9
9UP73,Kaushambi,Uttar Pradesh,9
9UP31,Lakhimpur Kheri,Uttar Pradesh,9
9UP94,Lalitpur,Uttar Pradesh,9
9UP321,Mahanagar Arto Lucknow,Uttar Pradesh,9
9UP56,Maharajganj,Uttar Pradesh,9
9UP95,Mahoba,Uttar Pradesh,9
9UP84,Mainpuri,Uttar Pradesh,9
9UP85,Mathura,Uttar Pradesh,9
9UP54,Mau,Uttar Pradesh,9
9UP15,Meerut Rto,Uttar Pradesh,9
9UP63,Mirzapur Rto,Uttar Pradesh,9
9UP21,Moradabad,Uttar Pradesh,9
9UP12,Muzaffarnagar,Uttar Pradesh,9
9UP16,Noida,Uttar Pradesh,9
9UP92,Orai,Uttar Pradesh,9
9UP57,Padrauna,Uttar Pradesh,9
9UP26,Pilibhit,Uttar Pradesh,9
9UP72,Pratapgarh,Uttar Pradesh,9
9UP70,Prayagraj Rto,Uttar Pradesh,9
9UP33,Raibareilly,Uttar Pradesh,9
9UP11,Saharanpur Rto,Uttar Pradesh,9
9UP27,Sahjahanpur,Uttar Pradesh,9
9UP38,Sambhal Arto,Uttar Pradesh,9
9UP58,Sant Kabir Nagar,Uttar Pradesh,9
9UP19,Shamli Arto,Uttar Pradesh,9
9UP46,Shravasti,Uttar Pradesh,9
9UP55,Siddharth Nagar,Uttar Pradesh,9
9UP34,Sitapur,Uttar Pradesh,9
9UP64,Sonbhadra,Uttar Pradesh,9
9UP44,Sultanpur,Uttar Pradesh,9
9UP32,Transport Nagar Rto Lucknow,Uttar Pradesh,9
9UP35,Unnao,Uttar Pradesh,9
9UP65,Varanasi Rto,Uttar Pradesh,9
5UK1,Almora Rto,Uttarakhand,5
5UK2,Bageshwar Arto,Uttarakhand,5
5UK7,Dehradun Rto,Uttarakhand,5
5UK4,Haldwani Rto,Uttarakhand,5
5UK8,Haridwar Arto,Uttarakhand,5
5UK11,Karanprayag Arto,Uttarakhand,5
5UK18,Kashipur Arto,Uttarakhand,5
5UK15,Kotdwar Arto,Uttarakhand,5
5UK12,Pauri Rto,Uttarakhand,5
5UK5,Pithoragarh Arto,Uttarakhand,5
5UK19,Ramnagar Arto,Uttarakhand,5
5UK20,Ranikhet Arto,Uttarakhand,5
5UK14,Rishikesh Arto,Uttarakhand,5
5UK17,Roorkee Arto,Uttarakhand,5
5UK13,Rudraprayag Arto,Uttarakhand,5
5UK3,Tanakpur Arto,Uttarakhand,5
5UK9,Tehri Arto,Uttarakhand,5
5UK6,Udham Singh Nagar Arto,Uttarakhand,5
5UK10,Uttarkashi Arto,Uttarakhand,5
5UK16,Vikas Nagar Arto,Uttarakhand,5
19WB19,Alipore Rto,West Bengal,19
19WB69,Alipurduar Rto,West Bengal,19
19WB18,Arambag Arto,West Bengal,19
19WB27,Bangaon Arto,West Bengal,19
19WB67,Bankura Rto,West Bengal,19
19WB25,Barasat Rto,West Bengal,19
19WB23,Barrackpore Arto,West Bengal,19
19WB95,Baruipur Arto,West Bengal,19
19WB21,Basirhat Arto,West Bengal,19
19WB9,Behala Arto,West Bengal,19
19WB53,Birbhum Rto,West Bengal,19
19WB87,Bishnupur Arto,West Bengal,19
19WB47,Bolpur Arto,West Bengal,19
19WB83,Chanchol Arto,West Bengal,19
19WB31,Contai Arto,West Bengal,19
19WB63,Coochbehar Rto,West Bengal,19
19WB61,Dakshin Dinajpur Rto,West Bengal,19
19WB76,Darjeeling Rto,West Bengal,19
19WB97,Diamond Harbour Arto,West Bengal,19
19WB39,Durgapore Arto,West Bengal,19
19WB50,Ghatal Arto,West Bengal,19
19WB32,Haldia Arto,West Bengal,19
19WB15,Hooghly Rto,West Bengal,19
19WB11,Howrah Rto,West Bengal,19
19WB91,Islampur Arto,West Bengal,19
19WB71,Jalpaiguri Rto,West Bengal,19
19WB93,Jangipur Arto,West Bengal,19
19WB49,Jhargram Rto,West Bengal,19
19WB78,Kalimpong Rto,West Bengal,19
19WB43,Kalna Arto,West Bengal,19
19WB89,Kalyani Arto,West Bengal,19
19WB5,Kasba Arto,West Bengal,19
19WB75,Katwa Arto,West Bengal,19
19WB35,Kharagpur Arto,West Bengal,19
19WB65,Malda Rto,West Bengal,19
19WB85,Mathabhanga Arto,West Bengal,19
19WB57,Murshidabad Rto,West Bengal,19
19WB51,Nadia Rto,West Bengal,19
19WB37,Paschim Burdwan Rto,West Bengal,19
19WB33,Paschim Midnapore Rto,West Bengal,19
19WB41,Purba Burdwan Rto,West Bengal,19
19WB55,Purulia Rto,West Bengal,19
19WB1,Pvd Kolkata,West Bengal,19
19WB81,Raghunathpur Arto,West Bengal,19
19WB45,Rampurhat Arto,West Bengal,19
19WB7,Saltlake Arto,West Bengal,19
19WB73,Siliguri Arto,West Bengal,19
19WB17,Srirampur Arto,West Bengal,19
19WB997,Sta-Durgapur,West Bengal,19
19WB29,Tamluk Rto,West Bengal,19
19WB52,Tehatta Arto,West Bengal,19
19WB13,Uluberia Arto,West Bengal,19
19WB59,Uttar Dinajpur Rto,West Bengal,19
35AN1,Port Blair Dto,Andaman & Nicobar Island,35
28AP237,Jangareddy Gudem Uo,Andhra Pradesh,28
28AP135,Parvathipuram Mvi Office,Andhra Pradesh,28
18AS25,Kamrup(Rural),Assam,18
4CH1,Chandigarh Ut (Rla And Sta),Chandigarh,4
7DL51,Rajpur Road/Viu Burari,Delhi,7
24GJ38,"Ahmedabad (Rural), Bawla Arto",Gujarat,24
2HP29,Rla Jogendranagar,Himachal Pradesh,2
2HP3,Rla Shimla Hp-03-Hp-07(Urban),Himachal Pradesh,2
2HP51,Rla Shimla(Rural),Himachal Pradesh,2
2HP93,Rto Baddi(Nalagarh),Himachal Pradesh,2
1JK3,Anantnag Arto,Jammu and Kashmir,1
1JK15,Bandipora Arto,Jammu and Kashmir,1
1JK5,Baramulla Arto,Jammu and Kashmir,1
1JK4,Budgam Arto,Jammu and Kashmir,1
1JK6,Doda Arto,Jammu and Kashmir,1
1JK16,Ganderbal Arto,Jammu and Kashmir,1
1JK2,Jammu Rto,Jammu and Kashmir,1
1JK8,Kathua Rto,Jammu and Kashmir,1
1JK17,Kishtwar Arto,Jammu and Kashmir,1
1JK18,Kulgam Arto,Jammu and Kashmir,1
1JK9,Kupwara Arto,Jammu and Kashmir,1
1JK12,Poonch Arto,Jammu and Kashmir,1
1JK13,Pulwama Arto,Jammu and Kashmir,1
1JK11,Rajouri Arto,Jammu and Kashmir,1
1JK19,Ramban Arto,Jammu and Kashmir,1
1JK20,Reasi Arto,Jammu and Kashmir,1
1JK21,Samba Arto,Jammu and Kashmir,1
1JK22,Shopian Arto,Jammu and Kashmir,1
1JK1,Srinagar Rto,Jammu and Kashmir,1
1JK14,Udhampur Arto,Jammu and Kashmir,1
20JH5,East Singhbhum (Jamshedpur),Jharkhand,20
20JH6,West Singhbhum (Chaibasa),Jharkhand,20
29KA29,Bagalkot Rto,Karnataka,29
29KA24,Bailhongal Rto,Karnataka,29
29KA34,Bellary Rto,Karnataka,29
29KA1,Bengaluru Central Rto,Karnataka,29
29KA3,Bengaluru East Rto,Karnataka,29
29KA4,Bengaluru North Rto,Karnataka,29
29KA5,Bengaluru South Rto,Karnataka,29
29KA2,Bengaluru West Rto,Karnataka,29
29KA39,Bhalki Arto,Karnataka,29
29KA38,Bidar Rto,Karnataka,29
29KA28,Bijapur Rto,Karnataka,29
29KA10,Chamarajanagar Rto,Karnataka,29
29KA40,Chickaballapur Rto,Karnataka,29
29KA23,Chikkodi Rto,Karnataka,29
29KA16,Chitradurga Rto,Karnataka,29
29KA17,Davanagere Rto,Karnataka,29
29KA51,Electronic City Rto,Karnataka,29
29KA26,Gadag Rto,Karnataka,29
29KA49,Gokak Arto,Karnataka,29
29KA13,Hassan Rto,Karnataka,29
29KA27,Haveri Rto,Karnataka,29
29KA47,Honnavar Arto,Karnataka,29
29KA35,Hospet Rto,Karnataka,29
29KA45,Hunsur Arto,Karnataka,29
29KA48,Jamkhandi Arto,Karnataka,29
29KA41,Jnanabharathi Rto,Karnataka,29
29KA8,K G F Arto,Karnataka,29
29KA32,Kalaburagi Rto,Karnataka,29
29KA30,Karwar Rto,Karnataka,29
29KA7,Kolar Rto,Karnataka,29
29KA37,Koppal Rto,Karnataka,29
29KA53,Krishnarajapuram Rto,Karnataka,29
29KA12,Madikeri Rto,Karnataka,29
29KA11,Mandya Rto,Karnataka,29
29KA19,Mangalore Rto,Karnataka,29
29KA55,Mysuru East Rto,Karnataka,29
29KA9,Mysuru West Rto,Karnataka,29
29KA54,Nagamangala Rto,Karnataka,29
29KA52,Nelamangala Rto,Karnataka,29
29KA21,Puttur Rto,Karnataka,29
29KA36,Raichur Rto,Karnataka,29
29KA42,Ramanagar Rto,Karnataka,29
29KA15,Sagar Arto,Karnataka,29
29KA46,Sakaleshpura Arto,Karnataka,29
29KA14,Shimoga Rto,Karnataka,29
29KA31,Sirsi Rto,Karnataka,29
29KA57,"Stu And Autorikshaw, Shanthinagar Rto",Karnataka,29
29KA44,Tiptur Arto,Karnataka,29
29KA6,Tumkur Rto,Karnataka,29
29KA20,Udupi Rto,Karnataka,29
29KA33,Yadgiri Rto,Karnataka,29
29KA50,Yalahanka Rto,Karnataka,29
32KL85,Ramanattukara (Feroke) Srto,Kerala,32
23MP16,Chattarpur Arto,Madhya Pradesh,23
27MH20,Aurangabad,Maharashtra,27
27MH47,Dy.r.t.o.borivali,Maharashtra,27
27MH1,Mumbai (Central),Maharashtra,27
27MH3,Mumbai (East),Maharashtra,27
27MH2,Mumbai (West),Maharashtra,27
27MH49,Nagpur (East),Maharashtra,27
27MH40,Nagpur (Rural),Maharashtra,27
27MH31,Nagpur (U),Maharashtra,27
27MH25,Osmanabad,Maharashtra,27
27MH6,Pen (Raigad),Maharashtra,27
27MH7,Sindhudurg(Kudal),Maharashtra,27
27MH43,Vashi (New Mumbai),Maharashtra,27
17ML4,Dto Jowai,Meghalaya,17
17ML15,Dto Mairang,Meghalaya,17
3PB15,Abohar Sdm,Punjab,3
3PB82,Ahmedgarh Sdm,Punjab,3
3PB14,Ajnala Sdm,Punjab,3
3PB92,Amargarh Sdm,Punjab,3
3PB48,Amloh Sdm,Punjab,3
3PB2,Amritsar Rta,Punjab,3
3PB89,Amritsar-2 Sdm,Punjab,3
3PB16,Anandpur Sahib Sdm,Punjab,3
3PB17,Baba Bakala Sdm,Punjab,3
3PB69,Bagha Purana Sdm,Punjab,3
3PB20,Balachaur Sdm,Punjab,3
3PB78,Banga Sdm,Punjab,3
3PB19,Barnala Sdm,Punjab,3
3PB52,Bassi Pathana Sdm,Punjab,3
3PB18,Batala Sdm,Punjab,3
3PB3,Bathinda Rta,Punjab,3
3PB84,Bhawnigarh Sdm,Punjab,3
3PB88,Bhikhiwind Sdm,Punjab,3
3PB57,Bholath Sdm,Punjab,3
3PB50,Budhlada Sdm,Punjab,3
3PB71,Chamkaur Sahib Sdm,Punjab,3
3PB21,Dasuya Sdm,Punjab,3
3PB58,Dera Baba Nanak Sdm,Punjab,3
3PB70,Dera Bassi Sdm,Punjab,3
3PB68,Dhar Kalan Sdm,Punjab,3
3PB76,Dharamkot Sdm,Punjab,3
3PB59,Dhuri Sdm,Punjab,3
3PB99,Dinanagar Sdm,Punjab,3
3PB86,Dirba Sdm,Punjab,3
3PB83,Dudhan Sadhan Sdm,Punjab,3
3PB4,Faridkot Rta,Punjab,3
3PB23,Fatehgarh Sahib Sdm,Punjab,3
3PB22,Fazilka Sdm,Punjab,3
3PB5,Ferozpur Rta,Punjab,3
3PB24,Garshankar Sdm,Punjab,3
3PB60,Giddarbaha Sdm,Punjab,3
3PB6,Gurdaspur Rta,Punjab,3
3PB77,Guru Har Sahai Sdm,Punjab,3
3PB7,Hoshiarpur Rta,Punjab,3
3PB25,Jagraon Sdm,Punjab,3
3PB62,Jaito Sdm,Punjab,3
3PB61,Jalalabad Sdm,Punjab,3
3PB8,Jalandhar Rta,Punjab,3
3PB90,Jalandhar-11 Sdm,Punjab,3
3PB85,Kalanaur Sdm,Punjab,3
3PB9,Kapurthala Sdm,Punjab,3
3PB63,Khadur Sahib Sdm,Punjab,3
3PB49,Khamano Sdm,Punjab,3
3PB26,Khanna Sdm,Punjab,3
3PB27,Kharar Sdm,Punjab,3
3PB79,Kotkapura Sdm,Punjab,3
3PB75,Lehragaga Sdm,Punjab,3
3PB91,Ludhiana East Sdm,Punjab,3
3PB10,Ludhiana Rta,Punjab,3
3PB81,Majitha Sdm,Punjab,3
3PB28,Malerkotla Sdm,Punjab,3
3PB53,Malout Sdm,Punjab,3
3PB31,Mansa Sdm,Punjab,3
3PB80,Maur Mandi Sdm,Punjab,3
3PB29,Moga Sdm,Punjab,3
3PB64,Moonak Sdm,Punjab,3
3PB87,Morinda Sdm,Punjab,3
3PB54,Mukerian Sdm,Punjab,3
3PB30,Muktsar Sdm,Punjab,3
3PB34,Nabha Sdm,Punjab,3
3PB33,Nakodar Sdm,Punjab,3
3PB74,Nangal Sdm,Punjab,3
3PB66,Nihal Singh Wala Sdm,Punjab,3
3PB35,Pathankot Sdm,Punjab,3
3PB11,Patiala Rta,Punjab,3
3PB72,Patran Sdm,Punjab,3
3PB38,Patti Sdm,Punjab,3
3PB55,Payal Sdm,Punjab,3
3PB36,Phagwara Sdm,Punjab,3
3PB37,Phillour Sdm,Punjab,3
3PB1,Punjab Sta(Rac)-(Aitp),Punjab,3
3PB56,Raikot Sdm,Punjab,3
3PB39,Rajpura Sdm,Punjab,3
3PB40,Rampura Phul Sdm,Punjab,3
3PB12,Ropar Sdm,Punjab,3
3PB65,Sahibzada Ajit Singh Nagar Rta,Punjab,3
3PB42,Samana Sdm,Punjab,3
3PB43,Samrala Sdm,Punjab,3
3PB13,Sangrur Rta,Punjab,3
3PB51,Sardulgarh Sdm,Punjab,3
3PB32,Shahid Bhagat Singh Nagar Sdm,Punjab,3
3PB67,Shahkot Sdm,Punjab,3
3PB41,Sultanpur Sdm,Punjab,3
3PB44,Sunam Sdm,Punjab,3
3PB45,Talwandi Sabo Sdm,Punjab,3
3PB73,Tapa Sdm,Punjab,3
3PB46,Tarn Taran Sdm,Punjab,3
3PB47,Zira Sdm,Punjab,3
8RJ14,Jaipur (First) Rto,Rajasthan,8
8RJ59,Jaipur (Second) Rto,Rajasthan,8
8RJ51,Sahapura (Bhilwara) Dto,Rajasthan,8
8RJ52,Sahapura (Jaipur) Dto,Rajasthan,8
8RJ142,"Vidhyadhar Nagar,jaipur Dto",Rajasthan,8
33TN1,Chennai (Central) Rto,Tamil Nadu,33
33TN4,Chennai (East) Rto,Tamil Nadu,33
33TN5,Chennai (North) Rto,Tamil Nadu,33
33TN3,Chennai (North-East) Rto,Tamil Nadu,33
33TN7,Chennai (South) Rto,Tamil Nadu,33
33TN6,Chennai (South-East) Rto,Tamil Nadu,33
33TN10,Chennai (South-West) Rto,Tamil Nadu,33
33TN9,Chennai (West) Rto,Tamil Nadu,33
33TN66,Coimbatore (Central) Rto,Tamil Nadu,33
33TN38,Coimbatore (North) Rto,Tamil Nadu,33
33TN37,Coimbatore (South) Rto,Tamil Nadu,33
33TN99,Coimbatore (West) Rto,Tamil Nadu,33
33TN86,Erode (West) Rto,Tamil Nadu,33
33TN64,Madurai (Central) Rto,Tamil Nadu,33
33TN59,Madurai (North) Rto,Tamil Nadu,33
33TN58,Madurai (South) Rto,Tamil Nadu,33
